2	2	0	219	   0    9    0    0	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1397	   0   21    0    0	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1539	   0   22    0    0	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	34	   0   25    0   10	   0    9    0    0	   0    0    0    0	   0    0    0    0
2	2	0	84	   0   25    0   10	   0    9    0    0	   0    0    0    0	   0    0    0    0
2	2	0	199	   0    9    0   11	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	314	   0   14    0   12	   0   11    0    0	   0    0    0    0	   0    0    0    0
2	2	0	393	   0   26    0   11	   0   22    0    0	   0    0    0    0	   0    0    0    0
2	2	0	545	   0    9    0   10	   0   16    0    0	   0    0    0    0	   0    0    0    0
2	2	0	578	   0    9    0   10	   0   16    0    0	   0    0    0    0	   0    0    0    0
2	2	0	796	   0   12    0   10	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	858	   0   12    0   10	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	876	   0   12    0   10	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	885	   0   12    0   10	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	905	   0   13    0   10	   0    9    0    0	   0    0    0    0	   0    0    0    0
2	2	0	980	   0   13    0   10	   0    9    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1016	   0   13    0   10	   0    9    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1118	   0   12    0   11	   0   20    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1332	   0   21    0   11	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1336	   0   21    0   11	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1372	   0   21    0   11	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1408	   0   21    0   11	   0   15    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1502	   0   11    0   11	   0   15    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1626	   0   22    0   12	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1666	   0   11    0   11	   0   11    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1673	   0   11    0   11	   0   11    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1688	   0   11    0   11	   0   11    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1851	   0   10    0    9	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1970	   0   10    0   11	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	2019	   0   10    0   11	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1378	   0   21    0   11	   0   13    0    0	   0    0    0    0	   0    0    0    0
2	2	0	1906	   0   10    0    9	   0   10    0    0	   0    0    0    0	   0    0    0    0
2	2	0	43	   9   25    0   10	   0    9    0    0	   0    0    0    0	   0   12    0    0
2	2	0	104	   9   25    0   10	   0    9    0    0	   0    0    0    0	   0   12    0    0
2	2	0	167	   9    9    0   11	   0   10    0    0	   0    0    0    0	   0   13    0    0
2	2	0	221	   9    9    0   11	   0   10    0    0	   0    0    0    0	   0   13    0    0
2	2	0	282	  12   14    0   12	   0   11    0    0	   0    0    0    0	   0   13    0    0
2	2	0	320	  12   14    0   12	   0   11    0    0	   0    0    0    0	   0   13    0    0
2	2	0	371	  12   14    0   12	   0   11    0    0	   0    0    0    0	   0   13    0    0
2	2	0	507	  10   26    0   11	   0   20    0    0	   0    0    0    0	   0   12    0    0
2	2	0	537	   9    9    0   10	   0   16    0    0	   0    0    0    0	   0   12    0    0
2	2	0	588	   9    9    0   10	   0   16    0    0	   0    0    0    0	   0   12    0    0
2	2	0	618	   9    9    0   10	   0   16    0    0	   0    0    0    0	   0   12    0    0
2	2	0	642	   9    9    0   27	   0   13    0    0	   0    0    0    0	   0   14    0    0
2	2	0	696	   9    9    0   27	   0   13    0    0	   0    0    0    0	   0   14    0    0
2	2	0	705	   9    9    0   27	   0   13    0    0	   0    0    0    0	   0   14    0    0
