2	2	0	803	  10   12    0   10	   0   10    0    0	   0    0    0    0	   0   15    0    0
2	2	0	863	  10   12    0   10	   0   10    0    0	   0    0    0    0	   0   15    0    0
2	2	0	878	  10   12    0   10	   0   10    0    0	   0    0    0    0	   0   15    0    0
2	2	0	967	  11   13    0   10	   0    9    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1001	  11   13    0   10	   0    9    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1012	  11   13    0   10	   0    9    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1085	   9   12    0   11	   0   20    0    0	   0    0    0    0	   0   15    0    0
2	2	0	1128	   9   12    0   11	   0   20    0    0	   0    0    0    0	   0   15    0    0
2	2	0	1217	   9   15    0   17	   0   17    0    0	   0    0    0    0	   0   13    0    0
2	2	0	1229	   9   15    0   17	   0   17    0    0	   0    0    0    0	   0   13    0    0
2	2	0	1243	   9   15    0   17	   0   17    0    0	   0    0    0    0	   0   13    0    0
2	2	0	1290	   9   21    0   11	   0   13    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1349	   9   21    0   11	   0   13    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1365	   9   21    0   11	   0   13    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1375	   9   21    0   11	   0   13    0    0	   0    0    0    0	   0   20    0    0
2	2	0	1435	   8   11    0   11	   0   15    0    0	   0    0    0    0	   0   14    0    0
2	2	0	1449	   8   11    0   11	   0   15    0    0	   0    0    0    0	   0   14    0    0
2	2	0	1600	  10   22    0   12	   0   13    0    0	   0    0    0    0	   0   19    0    0
2	2	0	1643	  10   22    0   12	   0   13    0    0	   0    0    0    0	   0   19    0    0
2	2	0	1697	   7   11    0   11	   0   11    0    0	   0    0    0    0	   0   10    0    0
2	2	0	1726	   7   11    0   11	   0   11    0    0	   0    0    0    0	   0   10    0    0
2	2	0	1744	   7   11    0   11	   0   11    0    0	   0    0    0    0	   0   10    0    0
2	2	0	1790	   7   11    0   11	   0   10    0    0	   0    0    0    0	   0   16    0    0
2	2	0	1794	   8   10    0    9	   0   10    0    0	   0    0    0    0	   0   16    0    0
2	2	0	1814	   8   10    0    9	   0   10    0    0	   0    0    0    0	   0   16    0    0
2	2	0	1866	   8   10    0    9	   0   10    0    0	   0    0    0    0	   0   16    0    0
2	2	0	2003	   6   10    0   11	   0   10    0    0	   0    0    0    0	   0    8    0    0
2	2	0	163	   9    9    0   11	   0   10    0   10	   0    0    0    0	   0   13    0    0
2	2	0	67	   9   25    0   10	   0    9    0   10	   0    0    0    0	   0   12    0    0
2	2	0	128	   9   21    0   10	   0   10    0   10	   0    0    0    0	   0   13    0    0
2	2	0	210	   9    9    0   11	   0   10    0   10	   0    0    0    0	   0   13    0    0
2	2	0	255	   9    9    0   11	   0   11    0   13	   0    0    0    0	   0   13    0    0
2	2	0	285	  12   14    0   12	   0   11    0   13	   0    0    0    0	   0   13    0    0
2	2	0	396	  10   26    0   11	   0   22    0   12	   0    0    0    0	   0   12    0    0
2	2	0	402	  10   26    0   11	   0   22    0   12	   0    0    0    0	   0   12    0    0
2	2	0	848	  10   12    0   10	   0   10    0   11	   0    0    0    0	   0   15    0    0
2	2	0	932	  11   13    0   10	   0    9    0   12	   0    0    0    0	   0   20    0    0
2	2	0	1181	   9   15    0   17	   0   17    0   10	   0    0    0    0	   0   13    0    0
2	2	0	1201	   9   15    0   17	   0   17    0   10	   0    0    0    0	   0   13    0    0
2	2	0	1215	   9   15    0   17	   0   17    0   10	   0    0    0    0	   0   13    0    0
2	2	0	1341	   9   21    0   11	   0   13    0   13	   0    0    0    0	   0   20    0    0
2	2	0	1347	   9   21    0   11	   0   13    0   13	   0    0    0    0	   0   20    0    0
2	2	0	1355	   9   21    0   11	   0   13    0   13	   0    0    0    0	   0   20    0    0
2	2	0	1419	   8   11    0   11	   0   15    0   16	   0    0    0    0	   0   14    0    0
2	2	0	1445	   8   11    0   11	   0   15    0   16	   0    0    0    0	   0   14    0    0
2	2	0	1543	  10   22    0   12	   0   13    0   11	   0    0    0    0	   0   19    0    0
2	2	0	1557	  10   22    0   12	   0   13    0   11	   0    0    0    0	   0   19    0    0
2	2	0	1580	  10   22    0   12	   0   13    0   11	   0    0    0    0	   0   19    0    0
2	2	0	1651	  10   22    0   12	   0   13    0   11	   0    0    0    0	   0   19    0    0
2	2	0	1892	   8   10    0    9	   0   10    0   11	   0    0    0    0	   0   16    0    0
2	2	0	1934	   6   10    0   11	   0   10    0    9	   0    0    0    0	   0    8    0    0
2	2	0	1993	   6   10    0   11	   0   10    0    9	   0    0    0    0	   0    8    0    0
2	2	0	1999	   6   10    0   11	   0   10    0    9	   0    0    0    0	   0    8    0    0
2	2	0	532	   9    9    0   10	  10   16    0   10	   0    0    0    0	   0   12    0    0
